17.500002,0.014271,-17.500002,-0.014271
17.500004,0.028543,-17.500004,-0.028543
17.500008,0.042814,-17.500008,-0.042814
17.500011,0.057086,-17.500011,-0.057086
17.500017,0.071357,-17.500017,-0.071357
17.500023,0.085628,-17.500023,-0.085628
17.500031,0.099900,-17.500031,-0.099900
17.500040,0.114171,-17.500040,-0.114171
17.500050,0.128442,-17.500050,-0.128442
17.500061,0.142714,-17.500061,-0.142714
17.500072,0.156985,-17.500072,-0.156985
17.500086,0.171257,-17.500086,-0.171257
17.500099,0.185528,-17.500099,-0.185528
17.500114,0.199800,-17.500114,-0.199800
17.500132,0.214071,-17.500132,-0.214071
17.500149,0.228343,-17.500149,-0.228343
17.500168,0.242614,-17.500168,-0.242614
17.500187,0.256886,-17.500187,-0.256886
17.500208,0.271157,-17.500208,-0.271157
17.500229,0.285429,-17.500229,-0.285429
17.500252,0.299700,-17.500252,-0.299700
17.500277,0.313972,-17.500277,-0.313972
17.500301,0.328243,-17.500301,-0.328243
17.500328,0.342515,-17.500328,-0.342515
17.500355,0.356787,-17.500355,-0.356787
17.500383,0.371058,-17.500383,-0.371058
17.500412,0.385330,-17.500412,-0.385330
17.500443,0.399602,-17.500443,-0.399602
17.500475,0.413873,-17.500475,-0.413873
17.500507,0.428145,-17.500507,-0.428145
17.500542,0.442417,-17.500542,-0.442417
17.500576,0.456689,-17.500576,-0.456689
17.500612,0.470961,-17.500612,-0.470961
17.500648,0.485233,-17.500648,-0.485233
17.500687,0.499505,-17.500687,-0.499505
17.500727,0.513776,-17.500727,-0.513776
17.500767,0.528048,-17.500767,-0.528048
17.500809,0.542320,-17.500809,-0.542320
17.500851,0.556592,-17.500851,-0.556592
17.500895,0.570864,-17.500895,-0.570864
17.500938,0.585137,-17.500938,-0.585137
17.500984,0.599409,-17.500984,-0.599409
17.501032,0.613681,-17.501032,-0.613681
17.501080,0.627953,-17.501080,-0.627953
17.501129,0.642225,-17.501129,-0.642225
17.501179,0.656498,-17.501179,-0.656498
17.501230,0.670770,-17.501230,-0.670770
17.501282,0.685042,-17.501282,-0.685042
17.501335,0.699315,-17.501335,-0.699315
17.501390,0.713587,-17.501390,-0.713587
17.501446,0.727860,-17.501446,-0.727860
17.501503,0.742132,-17.501503,-0.742132
17.501560,0.756405,-17.501560,-0.756405
17.501619,0.770678,-17.501619,-0.770678
17.501678,0.784950,-17.501678,-0.784950
17.501740,0.799223,-17.501740,-0.799223
17.501802,0.813496,-17.501802,-0.813496
17.501865,0.827769,-17.501865,-0.827769
17.501930,0.842041,-17.501930,-0.842041
17.501995,0.856314,-17.501995,-0.856314
17.502062,0.870587,-17.502062,-0.870587
17.502129,0.884860,-17.502129,-0.884860
17.502197,0.899134,-17.502197,-0.899134
17.502268,0.913407,-17.502268,-0.913407
17.502338,0.927680,-17.502338,-0.927680
17.502411,0.941953,-17.502411,-0.941953
17.502483,0.956227,-17.502483,-0.956227
17.502558,0.970500,-17.502558,-0.970500
17.502632,0.984773,-17.502632,-0.984773
17.502708,0.999047,-17.502708,-0.999047
17.502785,1.013321,-17.502785,-1.013321
17.502863,1.027594,-17.502863,-1.027594
17.502943,1.041868,-17.502943,-1.041868
17.503023,1.056142,-17.503023,-1.056142
17.503105,1.070416,-17.503105,-1.070416
17.503187,1.084689,-17.503187,-1.084689
17.503271,1.098963,-17.503271,-1.098963
17.503355,1.113238,-17.503355,-1.113238
17.503441,1.127512,-17.503441,-1.127512
17.503529,1.141786,-17.503529,-1.141786
17.503616,1.156060,-17.503616,-1.156060
17.503706,1.170334,-17.503706,-1.170334
17.503796,1.184609,-17.503796,-1.184609
17.503887,1.198883,-17.503887,-1.198883
17.503979,1.213158,-17.503979,-1.213158
17.504072,1.227432,-17.504072,-1.227432
17.504168,1.241707,-17.504168,-1.241707
17.504263,1.255982,-17.504263,-1.255982
17.504360,1.270257,-17.504360,-1.270257
17.504457,1.284531,-17.504457,-1.284531
17.504557,1.298806,-17.504557,-1.298806
17.504656,1.313082,-17.504656,-1.313082
17.504757,1.327357,-17.504757,-1.327357
17.504860,1.341632,-17.504860,-1.341632
17.504963,1.355907,-17.504963,-1.355907
17.505068,1.370183,-17.505068,-1.370183
17.505173,1.384458,-17.505173,-1.384458
17.505280,1.398734,-17.505280,-1.398734
17.505386,1.413009,-17.505386,-1.413009
17.505495,1.427285,-17.505495,-1.427285
17.505604,1.441561,-17.505604,-1.441561
17.505714,1.455837,-17.505714,-1.455837
17.505827,1.470113,-17.505827,-1.470113
17.505939,1.484389,-17.505939,-1.484389
17.506054,1.498665,-17.506054,-1.498665
17.506168,1.512941,-17.506168,-1.512941
17.506285,1.527218,-17.506285,-1.527218
17.506401,1.541494,-17.506401,-1.541494
17.506519,1.555771,-17.506519,-1.555771
17.506639,1.570047,-17.506639,-1.570047
17.506760,1.584324,-17.506760,-1.584324
17.506882,1.598601,-17.506882,-1.598601
17.507004,1.612878,-17.507004,-1.612878
17.507128,1.627155,-17.507128,-1.627155
17.507252,1.641432,-17.507252,-1.641432
17.507378,1.655710,-17.507378,-1.655710
17.507505,1.669987,-17.507505,-1.669987
17.507633,1.684264,-17.507633,-1.684264
17.507763,1.698542,-17.507763,-1.698542
17.507893,1.712820,-17.507893,-1.712820
17.508024,1.727097,-17.508024,-1.727097
17.508156,1.741375,-17.508156,-1.741375
17.508289,1.755653,-17.508289,-1.755653
17.508423,1.769931,-17.508423,-1.769931
17.508558,1.784209,-17.508558,-1.784209
17.508696,1.798488,-17.508696,-1.798488
17.508833,1.812766,-17.508833,-1.812766
17.508972,1.827045,-17.508972,-1.827045
17.509111,1.841323,-17.509111,-1.841323
17.509253,1.855602,-17.509253,-1.855602
17.509394,1.869881,-17.509394,-1.869881
17.509537,1.884160,-17.509537,-1.884160
17.509682,1.898439,-17.509682,-1.898439
17.509827,1.912718,-17.509827,-1.912718
17.509974,1.926998,-17.509974,-1.926998
17.510120,1.941277,-17.510120,-1.941277
17.510269,1.955557,-17.510269,-1.955557
17.510418,1.969837,-17.510418,-1.969837
17.510569,1.984116,-17.510569,-1.984116
17.510719,1.998396,-17.510719,-1.998396
17.510872,2.012676,-17.510872,-2.012676
17.511026,2.026957,-17.511026,-2.026957
17.511181,2.041237,-17.511181,-2.041237
17.511337,2.055517,-17.511337,-2.055517
17.511494,2.069798,-17.511494,-2.069798
17.511652,2.084078,-17.511652,-2.084078
17.511810,2.098359,-17.511810,-2.098359
17.511971,2.112640,-17.511971,-2.112640
17.512131,2.126921,-17.512131,-2.126921
17.512293,2.141202,-17.512293,-2.141202
17.512457,2.155484,-17.512457,-2.155484
17.512621,2.169765,-17.512621,-2.169765
17.512787,2.184047,-17.512787,-2.184047
17.512953,2.198328,-17.512953,-2.198328
17.513121,2.212610,-17.513121,-2.212610
17.513288,2.226892,-17.513288,-2.226892
17.513458,2.241174,-17.513458,-2.241174
17.513628,2.255457,-17.513628,-2.255457
17.513800,2.269739,-17.513800,-2.269739
17.513973,2.284022,-17.513973,-2.284022
17.514147,2.298304,-17.514147,-2.298304
17.514322,2.312587,-17.514322,-2.312587
17.514498,2.326870,-17.514498,-2.326870
17.514675,2.341153,-17.514675,-2.341153
17.514853,2.355436,-17.514853,-2.355436
17.515032,2.369720,-17.515032,-2.369720
17.515211,2.384003,-17.515211,-2.384003
17.515392,2.398287,-17.515392,-2.398287
17.515575,2.412571,-17.515575,-2.412571
17.515759,2.426855,-17.515759,-2.426855
17.515944,2.441139,-17.515944,-2.441139
17.516129,2.455423,-17.516129,-2.455423
17.516315,2.469707,-17.516315,-2.469707
17.516502,2.483992,-17.516502,-2.483992
17.516691,2.498276,-17.516691,-2.498276
17.516880,2.512561,-17.516880,-2.512561
17.517071,2.526846,-17.517071,-2.526846
17.517263,2.541131,-17.517263,-2.541131
17.517456,2.555417,-17.517456,-2.555417
17.517651,2.569702,-17.517651,-2.569702
17.517845,2.583988,-17.517845,-2.583988
17.518042,2.598274,-17.518042,-2.598274
17.518238,2.612560,-17.518238,-2.612560
17.518436,2.626846,-17.518436,-2.626846
17.518635,2.641132,-17.518635,-2.641132
17.518835,2.655418,-17.518835,-2.655418
17.519037,2.669705,-17.519037,-2.669705
17.519239,2.683991,-17.519239,-2.683991
17.519444,2.698278,-17.519444,-2.698278
17.519648,2.712565,-17.519648,-2.712565
17.519854,2.726852,-17.519854,-2.726852
17.520060,2.741140,-17.520060,-2.741140
17.520267,2.755427,-17.520267,-2.755427
17.520475,2.769715,-17.520475,-2.769715
17.520685,2.784003,-17.520685,-2.784003
17.520895,2.798291,-17.520895,-2.798291
17.521107,2.812579,-17.521107,-2.812579
17.521320,2.826868,-17.521320,-2.826868
17.521534,2.841156,-17.521534,-2.841156
17.521749,2.855445,-17.521749,-2.855445
17.521965,2.869734,-17.521965,-2.869734
17.522182,2.884023,-17.522182,-2.884023
17.522400,2.898312,-17.522400,-2.898312
17.522619,2.912601,-17.522619,-2.912601
17.522839,2.926891,-17.522839,-2.926891
17.523060,2.941180,-17.523060,-2.941180
17.523283,2.955470,-17.523283,-2.955470
17.523506,2.969760,-17.523506,-2.969760
17.523731,2.984051,-17.523731,-2.984051
17.523956,2.998341,-17.523956,-2.998341
17.524183,3.012632,-17.524183,-3.012632
17.524410,3.026922,-17.524410,-3.026922
17.524639,3.041214,-17.524639,-3.041214
17.524868,3.055505,-17.524868,-3.055505
17.525099,3.069796,-17.525099,-3.069796
17.525330,3.084087,-17.525330,-3.084087
17.525562,3.098379,-17.525562,-3.098379
17.525797,3.112671,-17.525797,-3.112671
17.526031,3.126963,-17.526031,-3.126963
17.526268,3.141255,-17.526268,-3.141255
17.526505,3.155548,-17.526505,-3.155548
17.526743,3.169840,-17.526743,-3.169840
17.526981,3.184133,-17.526981,-3.184133
17.527222,3.198426,-17.527222,-3.198426
17.527462,3.212719,-17.527462,-3.212719
17.527704,3.227013,-17.527704,-3.227013
17.527946,3.241306,-17.527946,-3.241306
17.528191,3.255600,-17.528191,-3.255600
17.528435,3.269894,-17.528435,-3.269894
17.528681,3.284188,-17.528681,-3.284188
17.528929,3.298482,-17.528929,-3.298482
17.529177,3.312777,-17.529177,-3.312777
17.529427,3.327072,-17.529427,-3.327072
17.529676,3.341367,-17.529676,-3.341367
17.529928,3.355662,-17.529928,-3.355662
17.530180,3.369957,-17.530180,-3.369957
17.530434,3.384253,-17.530434,-3.384253
17.530687,3.398548,-17.530687,-3.398548
17.530943,3.412844,-17.530943,-3.412844
17.531199,3.427140,-17.531199,-3.427140
17.531456,3.441437,-17.531456,-3.441437
17.531713,3.455733,-17.531713,-3.455733
17.531973,3.470030,-17.531973,-3.470030
17.532234,3.484327,-17.532234,-3.484327
17.532495,3.498624,-17.532495,-3.498624
17.532759,3.512921,-17.532759,-3.512921
17.533022,3.527219,-17.533022,-3.527219
17.533287,3.541516,-17.533287,-3.541516
17.533552,3.555814,-17.533552,-3.555814
17.533819,3.570112,-17.533819,-3.570112
17.534086,3.584411,-17.534086,-3.584411
17.534355,3.598709,-17.534355,-3.598709
17.534624,3.613008,-17.534624,-3.613008
17.534895,3.627307,-17.534895,-3.627307
17.535166,3.641606,-17.535166,-3.641606
17.535439,3.655905,-17.535439,-3.655905
17.535713,3.670205,-17.535713,-3.670205
17.535988,3.684505,-17.535988,-3.684505
17.536264,3.698805,-17.536264,-3.698805
17.536541,3.713105,-17.536541,-3.713105
17.536819,3.727406,-17.536819,-3.727406
17.537098,3.741706,-17.537098,-3.741706
17.537378,3.756007,-17.537378,-3.756007
17.537659,3.770308,-17.537659,-3.770308
17.537941,3.784610,-17.537941,-3.784610
17.538223,3.798911,-17.538223,-3.798911
17.538507,3.813213,-17.538507,-3.813213
17.538792,3.827515,-17.538792,-3.827515
17.539078,3.841817,-17.539078,-3.841817
17.539364,3.856120,-17.539364,-3.856120
17.539652,3.870422,-17.539652,-3.870422
17.539942,3.884725,-17.539942,-3.884725
17.540232,3.899029,-17.540232,-3.899029
17.540524,3.913332,-17.540524,-3.913332
17.540815,3.927635,-17.540815,-3.927635
17.541109,3.941939,-17.541109,-3.941939
17.541403,3.956243,-17.541403,-3.956243
17.541698,3.970547,-17.541698,-3.970547
17.541994,3.984851,-17.541994,-3.984851
17.542292,3.999156,-17.542292,-3.999156
17.542589,4.013461,-17.542589,-4.013461
17.542889,4.027766,-17.542889,-4.027766
17.543188,4.042072,-17.543188,-4.042072
17.543489,4.056377,-17.543489,-4.056377
17.543791,4.070683,-17.543791,-4.070683
17.544094,4.084990,-17.544094,-4.084990
17.544397,4.099296,-17.544397,-4.099296
17.544703,4.113602,-17.544703,-4.113602
17.545008,4.127909,-17.545008,-4.127909
17.545315,4.142216,-17.545315,-4.142216
17.545624,4.156523,-17.545624,-4.156523
17.545933,4.170830,-17.545933,-4.170830
17.546244,4.185138,-17.546244,-4.185138
17.546555,4.199446,-17.546555,-4.199446
17.546867,4.213754,-17.546867,-4.213754
17.547180,4.228062,-17.547180,-4.228062
17.547495,4.242371,-17.547495,-4.242371
17.547810,4.256680,-17.547810,-4.256680
17.548126,4.270988,-17.548126,-4.270988
17.548443,4.285298,-17.548443,-4.285298
17.548761,4.299607,-17.548761,-4.299607
17.549080,4.313917,-17.549080,-4.313917
17.549400,4.328228,-17.549400,-4.328228
17.549721,4.342538,-17.549721,-4.342538
17.550043,4.356849,-17.550043,-4.356849
17.550365,4.371160,-17.550365,-4.371160
17.550690,4.385471,-17.550690,-4.385471
17.551014,4.399782,-17.551014,-4.399782
17.551340,4.414094,-17.551340,-4.414094
17.551666,4.428406,-17.551666,-4.428406
17.551994,4.442718,-17.551994,-4.442718
17.552322,4.457030,-17.552322,-4.457030
17.552652,4.471343,-17.552652,-4.471343
17.552982,4.485656,-17.552982,-4.485656
17.553314,4.499969,-17.553314,-4.499969
17.553648,4.514282,-17.553648,-4.514282
17.553982,4.528596,-17.553982,-4.528596
17.554317,4.542910,-17.554317,-4.542910
17.554653,4.557224,-17.554653,-4.557224
17.554991,4.571538,-17.554991,-4.571538
17.555328,4.585853,-17.555328,-4.585853
17.555668,4.600167,-17.555668,-4.600167
17.556007,4.614482,-17.556007,-4.614482
17.556349,4.628798,-17.556349,-4.628798
17.556690,4.643114,-17.556690,-4.643114
17.557034,4.657430,-17.557034,-4.657430
17.557377,4.671746,-17.557377,-4.671746
17.557722,4.686062,-17.557722,-4.686062
17.558067,4.700379,-17.558067,-4.700379
17.558414,4.714696,-17.558414,-4.714696
17.558762,4.729013,-17.558762,-4.729013
17.559111,4.743330,-17.559111,-4.743330
17.559460,4.757648,-17.559460,-4.757648
17.559811,4.771966,-17.559811,-4.771966
17.560162,4.786284,-17.560162,-4.786284
17.560514,4.800603,-17.560514,-4.800603
17.560867,4.814922,-17.560867,-4.814922
17.561222,4.829241,-17.561222,-4.829241
17.561577,4.843560,-17.561577,-4.843560
17.561934,4.857880,-17.561934,-4.857880
17.562290,4.872200,-17.562290,-4.872200
17.562649,4.886520,-17.562649,-4.886520
17.563007,4.900840,-17.563007,-4.900840
17.563368,4.915161,-17.563368,-4.915161
17.563728,4.929482,-17.563728,-4.929482
17.564091,4.943803,-17.564091,-4.943803
17.564453,4.958125,-17.564453,-4.958125
17.564817,4.972446,-17.564817,-4.972446
17.565182,4.986768,-17.565182,-4.986768
17.565548,5.001091,-17.565548,-5.001091
17.565914,5.015413,-17.565914,-5.015413
17.566282,5.029736,-17.566282,-5.029736
17.566650,5.044059,-17.566650,-5.044059
17.567020,5.058383,-17.567020,-5.058383
17.567390,5.072706,-17.567390,-5.072706
17.567762,5.087030,-17.567762,-5.087030
17.568134,5.101355,-17.568134,-5.101355
17.568508,5.115679,-17.568508,-5.115679
17.568882,5.130004,-17.568882,-5.130004
17.569258,5.144329,-17.569258,-5.144329
17.569633,5.158654,-17.569633,-5.158654
17.570011,5.172980,-17.570011,-5.172980
17.570389,5.187306,-17.570389,-5.187306
17.570768,5.201632,-17.570768,-5.201632
17.571148,5.215959,-17.571148,-5.215959
17.571529,5.230285,-17.571529,-5.230285
17.571911,5.244612,-17.571911,-5.244612
17.572294,5.258940,-17.572294,-5.258940
17.572678,5.273267,-17.572678,-5.273267
17.573063,5.287595,-17.573063,-5.287595
17.573448,5.301923,-17.573448,-5.301923
17.573835,5.316252,-17.573835,-5.316252
17.574223,5.330581,-17.574223,-5.330581
17.574612,5.344910,-17.574612,-5.344910
17.575001,5.359239,-17.575001,-5.359239
17.575392,5.373569,-17.575392,-5.373569
17.575783,5.387898,-17.575783,-5.387898
17.576176,5.402229,-17.576176,-5.402229
17.576569,5.416559,-17.576569,-5.416559
17.576963,5.430890,-17.576963,-5.430890
17.577358,5.445221,-17.577358,-5.445221
17.577755,5.459552,-17.577755,-5.459552
17.578152,5.473884,-17.578152,-5.473884
17.578550,5.488216,-17.578550,-5.488216
17.578949,5.502548,-17.578949,-5.502548
17.579350,5.516881,-17.579350,-5.516881
17.579750,5.531214,-17.579750,-5.531214
